"id","raw","encodedpred","label","dist","training_count","not_exact"
"6642","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"6362","2 T olive oil","2 T olive oil","olive oil","olive oil","0.06474204","223","False"
"5379","1 tablespoon minced garlic","1 tablespoon minced garlic","garlic","garlic","0.15402938","331","False"
"1760","2 cups thinly shaved Brussels sprouts (about 8 oz.)","2 cups thinly shaved Brussels sprouts ( about 8 oz . )","brussels sprout","brussels sprout","0.1977885","8","False"
"7112","¼ teaspoon kosher salt (plus more as needed)","1 / 4 teaspoon kosher salt ( plus more as needed )","kosher salt","kosher salt","0.12732269","113","False"
"6628","1/2 teaspoon Chinkiang vinegar","1 / 2 teaspoon Chinkiang vinegar","balsamic vinegar","balsamic vinegar","0.10298955","17","True"
"6976","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.067018144","223","False"
"8699","4 radishes (thinly sliced)","4 radishes ( thinly sliced )","radish","radish","0.09731046","8","False"
"6753","1/4 teaspoon freshly ground black pepper","1 / 4 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.054745365","200","False"
"1224","Salt to taste","Salt to taste","table salt","table salt","0.22549258","208","False"
"7021","3 dried or fresh red chilies ((deseeded and chopped, optional))","3 dried or fresh red chilies ( ( deseeded and chopped , optional ) )","ancho dried chili","ancho dried chili","0.16889906","5","False"
"8426","1/2 large head of cauliflower (, broken/cut into florets about 2""/5cm long (about 4 to 5 cups) (Note 2))","1 / 2 large head of cauliflower ( , broken / cut into florets about 2 / UNK long ( about 4 to 5 cups ) ( Note 2 ) )","white cauliflower","white cauliflower","0.23968713","21","False"
"4147","1 teaspoon chopped fresh rosemary","1 teaspoon chopped fresh rosemary","fresh rosemary","fresh rosemary","0.047395658","10","False"
"4978","1/2 pound sugar snap peas, trimmed (about 2 1/2 cups)","1 / 2 pound sugar snap peas , trimmed ( about 2 1 / 2 cups )","snap pea","snap pea","0.18926269","7","False"
"3911","2 lbs ground chicken","2 lbs ground chicken","ground chicken","ground chicken","0.081465706","4","False"
"1989","1 teaspoon cumin","1 teaspoon cumin","ground cumin","ground cumin","0.1369786","72","False"
"7423","1/4 cup red onion (diced)","1 / 4 cup red onion ( diced )","red onion","red onion","0.10018882","67","False"
"6474","1 tablespoon white (shiro) miso","1 tablespoon white ( shiro ) miso","white miso","white miso","0.09645191","6","False"
"1747","1/2 cup grapes, halved","1 / 2 cup grapes , halved","grape","grape","0.12818465","1","False"
"3634","¾ teaspoon ground cardamom","3 / 4 teaspoon ground cardamom","ground cardamom","ground cardamom","0.044261824","5","False"
"5200","2 radishes, sliced paper-thin","2 radishes , sliced paper - thin","radish","radish","0.11013978","8","False"
"7327","1 cup chopped zucchini","1 cup chopped zucchini","zucchini","zucchini","0.11794931","26","False"
"3939","2 teaspoons Dijon mustard","2 teaspoons Dijon mustard","dijon mustard","dijon mustard","0.077526554","29","False"
"8741","1/2 teaspoon dried thyme","1 / 2 teaspoon dried thyme","dried thyme leaf","dried thyme leaf","0.122505784","11","False"
"820","2 tablespoons whole milk","2 tablespoons whole milk","whole milk","whole milk","0.05166828","10","False"
"4562","3 tbsp vegetable oil","3 tbsp vegetable oil","vegetable oil","vegetable oil","0.05499607","80","False"
"3795","1 to 2 jalapeño chilies, seeded and minced","1 to 2 jalapeño chilies , seeded and minced","fresh jalapeno pepper","fresh jalapeno pepper","0.19583142","38","False"
"7069","4 scallions, thinly sliced","4 scallions , thinly sliced","green onion","green onion","0.13434716","109","False"
"47","2 garlic cloves (, minced)","2 garlic cloves ( , minced )","garlic","garlic","0.16507947","331","False"
"2416","2 tablespoons canola oil","2 tablespoons canola oil","canola oil","canola oil","0.05831476","31","False"
"6462","1 cup matchstick (shredded) carrots","1 cup matchstick ( shredded ) carrots","carrot","carrot","0.20615485","61","False"
"4077","1/2 rotisserie chicken (about 2 cups chopped)","1 / 2 rotisserie chicken ( about 2 cups chopped )","rotisserie chicken","rotisserie chicken","0.09252893","11","False"
"3604","1 tablespoon reduced-sodium soy sauce","1 tablespoon reduced - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.056382325","38","False"
"6598","1 tbsp coconut oil","1 tbsp coconut oil","coconut oil","coconut oil","0.10199588","9","False"
"7849","1 medium carrot","1 medium carrot","carrot","carrot","0.06288014","61","False"
"5364","Extra-virgin olive oil, for brushing","Extra - virgin olive oil , for brushing","extra-virgin olive oil","extra-virgin olive oil","0.103789456","50","False"
"1351","2 tablespoons finely chopped onions","2 tablespoons finely chopped onions","yellow onion","yellow onion","0.26080945","164","False"
"2880","1 pound fusilli","1 pound fusilli","fusilli pasta","fusilli pasta","0.13078725","2","False"
"1160","1/8 teaspoon pepper","1 / 8 teaspoon pepper","ground black pepper","ground black pepper","0.1342607","200","False"
"3896","1 Tbsp smoked paprika","1 Tbsp smoked paprika","smoked paprika","smoked paprika","0.07570301","20","False"
"7116","2 cups tomatoes (diced, ¼-inch dice)","2 cups tomatoes ( diced , 1 / 4 - inch dice )","tomato","tomato","0.16758059","57","False"
"3882","1 teaspoon Worcestershire (optional)","1 teaspoon Worcestershire ( optional )","worcestershire sauce","worcestershire sauce","0.2168633","24","False"
"7676","1 teaspoon minced fresh garlic","1 teaspoon minced fresh garlic","garlic","garlic","0.23219024","331","False"
"4934","1/2 teaspoon honey","1 / 2 teaspoon honey","honey","honey","0.058444798","60","False"
"3309","3 oz. fresh parsley, finely chopped","3 oz . fresh parsley , finely chopped","fresh parsley","fresh parsley","0.11705217","85","False"
"3018","1 1½"" piece ginger, peeled, finely chopped","1 1 1 / 2 piece ginger , peeled , finely chopped","fresh ginger","fresh ginger","0.09843848","124","False"
"5505","1/4 cup kalamata olives","1 / 4 cup kalamata olives","olives","olives","0.15286498","14","False"
"7275","2 leaves bay","2 leaves bay","bay leaf","bay leaf","0.24942881","26","False"
"8923","3/4 cup fresh raspberries","3 / 4 cup fresh raspberries","red raspberry","red raspberry","0.22023213","1","False"
"4074","1/4 cup sliced almonds (or chopped peanuts)","1 / 4 cup sliced almonds ( or chopped peanuts )","sliced almond","sliced almond","0.18943626","7","False"
"4503","1 envelope Hidden Valley Ranch Dressing Mix","1 envelope UNK Valley Ranch Dressing Mix","ranch dressing mix","ranch dressing mix","0.14423066","2","False"
"1387","1/2 tsp black pepper","1 / 2 tsp black pepper","ground black pepper","ground black pepper","0.15409331","200","False"
"1823","1 large tomato (sliced)","1 large tomato ( sliced )","tomato","tomato","0.07034221","57","False"
"667","1 heaping Tbsp natural, salted peanut butter","1 heaping Tbsp natural , salted peanut butter","peanut butter","peanut butter","0.10507268","22","False"
"7953","1 zucchini, sliced thin","1 zucchini , sliced thin","zucchini","zucchini","0.10090899","26","False"
"5178","1 tablespoon minced garlic","1 tablespoon minced garlic","garlic","garlic","0.15402938","331","False"
"2639","½ cup water or chicken stock (optional)","1 / 2 cup water or chicken stock ( optional )","tap water","tap water","0.12038252","92","False"
"2783","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10734048","208","False"
"1047","2 tablespoons canola oil","2 tablespoons canola oil","canola oil","canola oil","0.05831476","31","False"
"3957","2 lb. boneless pork chops (about 4)","2 lb . boneless pork chops ( about 4 )","boneless rib cut pork chop","boneless rib cut pork chop","0.098721534","1","False"
"6037","1 avocado, for garnish/serving","1 avocado , for garnish / serving","hass avocado","hass avocado","0.29716602","64","False"
"8621","1 tablespoon chopped fresh chives","1 tablespoon chopped fresh chives","fresh chive","fresh chive","0.12820798","19","False"
"3012","salt, to taste","salt , to taste","table salt","table salt","0.13159099","208","False"
"1850","1/2 tsp dried thyme, optional","1 / 2 tsp dried thyme , optional","dried thyme leaf","dried thyme leaf","0.14023903","11","False"
"896","3 cups red cabbage, (thinly sliced (about 1/2 head))","3 cups red cabbage , ( thinly sliced ( about 1 / 2 head ) )","red cabbage","red cabbage","0.11078811","17","False"
"7568","2 tablespoons red wine vinegar","2 tablespoons red wine vinegar","red wine vinegar","red wine vinegar","0.05019308","17","False"
"2827","1 tsp tomato paste","1 tsp tomato paste","tomato paste","tomato paste","0.051484294","26","False"
"4782","1 small red onion, peeled and thinly-sliced","1 small red onion , peeled and thinly - sliced","red onion","red onion","0.1345903","67","False"
"8593","3/4 cup frozen mango chunks","3 / 4 cup frozen mango chunks","mango","mango","0.2194801","15","True"
"2659","1/4 cup shredded raw red cabbage","1 / 4 cup shredded raw red cabbage","red cabbage","red cabbage","0.1723974","17","False"
"7158","4 garlic cloves, minced","4 garlic cloves , minced","garlic","garlic","0.15779334","331","False"
"2501","1 teaspoon honey","1 teaspoon honey","honey","honey","0.055354293","60","False"
"4408","1 can of Wild Selections tuna in water","1 can of Wild UNK tuna in water","water-packed light tuna","water-packed light tuna","0.22320712","6","False"
"2205","8 boneless, (skinless chicken tenders)","8 boneless , ( skinless chicken tenders )","boneless, skinless chicken thigh","boneless, skinless chicken thigh","0.12092535","19","False"
"7072","8 oz. wide rice noodles","8 oz . wide rice noodles","rice noodle","rice noodle","0.13822034","4","True"
"8401","¾ lb Fresh Gnocchi","3 / 4 lb Fresh UNK","gnocchi","gnocchi","0.2599432","2","False"
"787","1 pound fresh asparagus, trimmed and coarsely chopped","1 pound fresh asparagus , trimmed and coarsely chopped","fresh green asparagus","fresh green asparagus","0.16503346","11","False"
"4631","3 oz. shredded cheese, divided","3 oz . shredded cheese , divided","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.16206425","26","True"
"147","1 tablespoon White Wine Vinegar","1 tablespoon White Wine Vinegar","white wine vinegar","white wine vinegar","0.20041817","11","False"
"8342","2 teaspoons dried Italian seasoning","2 teaspoons dried Italian seasoning","Italian seasoning","Italian seasoning","0.10177683","16","False"
"8376","1 medium red bell pepper (about 6 ounces), chopped","1 medium red bell pepper ( about 6 ounces ) , chopped","red bell pepper","red bell pepper","0.043475986","60","False"
"3573","1/4 tsp oregano","1 / 4 tsp oregano","dried oregano leaf","dried oregano leaf","0.11978414","41","False"
"6661","3-4 oz bone-in pork chops (whatever with comfortably fit in your pan)","3 - 4 oz bone - in pork chops ( whatever with UNK fit in your pan )","bone-in rib cut pork chop","bone-in rib cut pork chop","0.18353523","9","False"
"295","1 teaspoon Sriracha chili sauce","1 teaspoon Sriracha chili sauce","sriracha","sriracha","0.13535112","28","False"
"7474","3 tablespoons coarsely chopped dry-roasted peanuts","3 tablespoons coarsely chopped dry - roasted peanuts","dry-roasted peanut","dry-roasted peanut","0.10103614","18","False"
"106","1 tsp vinegar","1 tsp vinegar","white vinegar","white vinegar","0.16966397","3","False"
"4862","1/4 teaspoon cayenne pepper","1 / 4 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.15148228","33","False"
"860","1/2 tsp. vanilla extract","1 / 2 tsp . vanilla extract","vanilla extract","vanilla extract","0.051220287","8","False"
"1305","1/2 cup olive oil","1 / 2 cup olive oil","olive oil","olive oil","0.10805913","223","False"
"4352","1/3 cup vegetable broth","1 / 3 cup vegetable broth","vegetable broth","vegetable broth","0.08470909","29","False"
"2981","1 large onion, finely chopped","1 large onion , finely chopped","yellow onion","yellow onion","0.16218513","164","False"
"4619","4 cloves minced garlic","4 cloves minced garlic","garlic","garlic","0.13337642","331","False"
"6130","2 cloves garlic, minced","2 cloves garlic , minced","garlic","garlic","0.13771644","331","False"
"4931","1 teaspoon chili paste","1 teaspoon chili paste","chili garlic sauce","chili garlic sauce","0.16950981","16","False"
"2019","12 oz uncooked Orecchiette pasta, or gluten-free pasta","12 oz uncooked UNK pasta , or gluten - free pasta","orecchiette pasta","orecchiette pasta","0.13038081","3","False"
"3994","3 cups shredded sweet potato (peeled and shredded (on a box grater))","3 cups shredded sweet potato ( peeled and shredded ( on a box grater ) )","sweet potato","sweet potato","0.17275974","22","False"
"3145","4 pork chops (bone-in or boneless)","4 pork chops ( bone - in or boneless )","bone-in rib cut pork chop","bone-in rib cut pork chop","0.14911881","9","False"
"2645","4 cups cooked white rice (for serving)","4 cups cooked white rice ( for serving )","cooked white rice","cooked white rice","0.12850013","17","False"
"642","2 tablespoons Maple Syrup","2 tablespoons Maple Syrup","maple syrup","maple syrup","0.23474093","17","False"
"6268","1½ teaspoons brown sugar (packed)","1 1 / 2 teaspoons brown sugar ( packed )","light brown sugar","light brown sugar","0.13681763","32","False"
"598","1 Tablespoon olive oil","1 Tablespoon olive oil","olive oil","olive oil","0.09202745","223","False"
"4615","½ lime, (juiced)","1 / 2 lime , ( juiced )","lime juice","lime juice","0.13173434","71","False"
"6064","1/3 cup dry sherry","1 / 3 cup dry sherry","dry sherry","dry sherry","0.05704976","6","False"
"7133","3 bell peppers (diced (I used 1 red, 1 green, and 1 yellow))","3 bell peppers ( diced ( I used 1 red , 1 green , and 1 yellow ) )","green bell pepper","green bell pepper","0.19529544","32","False"
"6605","2 tsp ground coriander","2 tsp ground coriander","ground coriander","ground coriander","0.046129435","14","False"
"7581","1 teaspoon flax seed meal","1 teaspoon flax seed meal","flaxseed meal","flaxseed meal","0.13290736","3","False"
"729","1 medium serrano or jalapeño pepper*, minced (remove ribs and seeds to tame the spice level)","1 medium serrano or jalapeño pepper , minced ( remove ribs and seeds to UNK the spice level )","fresh jalapeno pepper","fresh jalapeno pepper","0.2556224","38","False"
"1446","1/3 cup water ((or sub unsweetened almond milk for creamier consistency))","1 / 3 cup water ( ( or sub unsweetened almond milk for UNK consistency ) )","tap water","tap water","0.15078521","92","False"
"501","2 teaspoons honey","2 teaspoons honey","honey","honey","0.1303515","60","False"
"3315","1 1/2 lbs shredded green cabbage","1 1 / 2 lbs shredded green cabbage","green cabbage","green cabbage","0.07747817","12","False"
"6554","28 oz can crushed tomatoes","28 oz can crushed tomatoes","crushed tomato","crushed tomato","0.10409317","19","False"
"3043","2 cups chopped fennel bulb (about 1 large)","2 cups chopped fennel bulb ( about 1 large )","fennel bulb","fennel bulb","0.085098326","7","False"
"144","4 ounce Tuscan Kale","4 ounce Tuscan Kale","kale","kale","0.2197043","15","False"
"2845","1 15-oz. can diced tomatoes","1 15 - oz . can diced tomatoes","diced tomato","diced tomato","0.096150085","26","False"
"3536","2 1/2 tablespoons canola oil, divided","2 1 / 2 tablespoons canola oil , divided","canola oil","canola oil","0.14002317","31","False"
"7621","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.067018144","223","False"
"2171","1/2 teaspoon dried oregano","1 / 2 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.063845366","41","False"
"3456","1 unit Red Bell Pepper","1 UNK Red UNK Pepper","red bell pepper","red bell pepper","0.20535593","60","False"
"6804","½ teaspoon sugar","1 / 2 teaspoon sugar","white sugar","white sugar","0.14403716","51","False"
"1297","1/2 tsp pepper (or to taste)","1 / 2 tsp pepper ( or to taste )","ground black pepper","ground black pepper","0.22638948","200","False"
"8963","1 Shallot","1 Shallot","shallot","shallot","0.16342403","35","False"
"333","1 tsp kosher salt","1 tsp kosher salt","kosher salt","kosher salt","0.06952424","113","False"
"1816","2 tablespoons (1 ounce; 30ml) milk (optional)","2 tablespoons ( 1 ounce UNK ) milk ( optional )","whole milk","whole milk","0.16149741","10","False"
"1400","1/2 tsp garlic powder","1 / 2 tsp garlic powder","garlic powder","garlic powder","0.07598381","53","False"
"955","3/4 pound ground chicken","3 / 4 pound ground chicken","ground chicken","ground chicken","0.041448068","4","False"
"684","1 teaspoon turmeric","1 teaspoon turmeric","ground turmeric","ground turmeric","0.15907827","28","False"
"1835","1/2 cup frozen blueberries","1 / 2 cup frozen blueberries","blueberry","blueberry","0.26569855","3","True"
"1329","1 white onion, diced","1 white onion , diced","white onion","white onion","0.080134675","18","False"
"2139","8 boneless skinless chicken thighs","8 boneless skinless chicken thighs","boneless, skinless chicken thigh","boneless, skinless chicken thigh","0.08994912","19","False"
"7020","1 tablespoon Shaoxing wine","1 tablespoon Shaoxing wine","Shaoxing wine","Shaoxing wine","0.028399128","10","False"
"1734","1/3 cup honey","1 / 3 cup honey","honey","honey","0.097852975","60","False"
"7383","1 large red or yellow onion, halved and sliced","1 large red or yellow onion , halved and sliced","red onion","red onion","0.17157662","67","False"
"7335","6 12 "" tortillas","6 12 tortillas","corn tortilla","corn tortilla","0.21548942","15","False"
"8015","1 shallot, chopped","1 shallot , chopped","shallot","shallot","0.071013615","35","False"
"795","⅛ teaspoon sugar","1 / 8 teaspoon sugar","white sugar","white sugar","0.14098965","51","False"
"6066","2 teaspoons chopped fresh thyme","2 teaspoons chopped fresh thyme","fresh thyme","fresh thyme","0.09505764","32","False"
"1596","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10734048","208","False"
"7989","4 garlic cloves – rough chopped","4 garlic cloves rough chopped","garlic","garlic","0.1544143","331","False"
"139","4 cups vegetable broth ($0.52**)","4 cups vegetable broth ( 0 . 52 )","vegetable broth","vegetable broth","0.11028159","29","False"
"5056","¼ cup extra-virgin olive oil","1 / 4 cup extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.07353912","50","False"
"3743","1 6-ounce bag baby spinach, or 1 bunch spinach, washed and stemmed","1 6 - ounce bag baby spinach , or 1 bunch spinach , washed and stemmed","fresh spinach","fresh spinach","0.2186164","50","False"
"4848","1/2 teaspoon garlic powder","1 / 2 teaspoon garlic powder","garlic powder","garlic powder","0.08182472","53","False"
"7226","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"6191","1/4 teaspoon crushed red pepper flakes","1 / 4 teaspoon crushed red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.052763343","57","False"
"4664","1 cup red cooking wine","1 cup red cooking wine","red wine","red wine","0.13167892","5","False"
"728","1 medium yellow onion, chopped","1 medium yellow onion , chopped","yellow onion","yellow onion","0.04979142","164","False"
"7530","1 onion (halved and sliced thin)","1 onion ( halved and sliced thin )","yellow onion","yellow onion","0.16374505","164","False"
"2052","freshly ground black pepper","freshly ground black pepper","ground black pepper","ground black pepper","0.051643167","200","False"
"1916","1 lb. whole wheat penne pasta","1 lb . whole wheat penne pasta","whole-wheat penne","whole-wheat penne","0.14111564","2","False"
"2689","3 tablespoons vegetable oil","3 tablespoons vegetable oil","vegetable oil","vegetable oil","0.04850902","80","False"
"8541","1/4 teaspoon nutmeg ((optional but brings out the flavor))","1 / 4 teaspoon nutmeg ( ( optional but UNK out the flavor ) )","ground nutmeg","ground nutmeg","0.26005512","11","False"
"3204","1 tablespoon minced fresh ginger","1 tablespoon minced fresh ginger","fresh ginger","fresh ginger","0.07060948","124","False"
"7384","1 red bell pepper, seeded and sliced 1/4-inch thick","1 red bell pepper , seeded and sliced 1 / 4 - inch thick","red bell pepper","red bell pepper","0.06370051","60","False"
"6989","¼ cup diced red onion","1 / 4 cup diced red onion","red onion","red onion","0.10917182","67","False"
"7602","2 cups fresh corn kernels, from 2 medium ears","2 cups fresh corn kernels , from 2 medium ears","fresh corn","fresh corn","0.20685583","16","False"
"3107","3 tbsp olive oil","3 tbsp olive oil","olive oil","olive oil","0.11588026","223","False"
"3546","1 tbsp cider vinegar","1 tbsp cider vinegar","apple cider vinegar","apple cider vinegar","0.099274784","23","False"
"2463","1/4 teaspoon celery seeds","1 / 4 teaspoon celery seeds","whole celery seed","whole celery seed","0.19547176","1","False"
"4151","1 (1-pound) pork tenderloin, trimmed","1 ( 1 - pound ) pork tenderloin , trimmed","pork tenderloin","pork tenderloin","0.15884528","19","False"
"7422","1 cup grape tomatoes (sliced)","1 cup grape tomatoes ( sliced )","cherry tomato","cherry tomato","0.14310445","27","False"
"8475","1/2 cup fresh cilantro, chopped","1 / 2 cup fresh cilantro , chopped","cilantro","cilantro","0.1835367","117","False"
"6271","½ teaspoon white pepper","1 / 2 teaspoon white pepper","white pepper","white pepper","0.0642968","10","False"
"828","1 lemon, thinly sliced, seeds removed (optional)","1 lemon , thinly sliced , seeds removed ( optional )","lemon","lemon","0.15235075","28","False"
"1216","1 tablespoon cornstarch ((dissolved in 2 tablespoons water))","1 tablespoon cornstarch ( ( dissolved in 2 tablespoons water ) )","cornstarch","cornstarch","0.14393535","46","False"
"4488","2 1/2 teaspoons sea salt (divided)","2 1 / 2 teaspoons sea salt ( divided )","table salt","table salt","0.18816163","208","False"
"1677","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10734048","208","False"
"615","8 ounces tempeh ((if GF, ensure gluten-free friendly))","8 ounces tempeh ( ( if UNK , UNK gluten - free UNK ) )","tempeh","tempeh","0.16014719","5","False"
"5488","1 tablespoon curry powder","1 tablespoon curry powder","curry powder","curry powder","0.027033053","22","False"
"7120","1 cup arugula","1 cup arugula","arugula","arugula","0.10605671","11","False"
"6539","pepper, to taste","pepper , to taste","ground black pepper","ground black pepper","0.23516056","200","False"
"6854","4 large eggs","4 large eggs","egg","egg","0.1476166","93","False"
"3194","½ teaspoon grated ginger","1 / 2 teaspoon grated ginger","fresh ginger","fresh ginger","0.101617396","124","False"
"5268","2 long Chinese eggplants ((cut on an angle into large bite-sized pieces))","2 long Chinese eggplants ( ( cut on an angle into large bite - sized pieces ) )","chinese eggplant","chinese eggplant","0.2466045","5","False"
"375","4 ounces all-purpose flour","4 ounces all - purpose flour","all-purpose white flour","all-purpose white flour","0.103514865","36","False"
"6927","10 to 14 corn tortillas","10 to 14 corn tortillas","corn tortilla","corn tortilla","0.15465465","15","False"
"5323","2 teaspoons toasted sesame oil","2 teaspoons toasted sesame oil","sesame oil","sesame oil","0.14835396","68","False"
"1681","2 tablespoons + 1 teaspoon cornstarch","2 tablespoons 1 teaspoon cornstarch","cornstarch","cornstarch","0.10564283","46","False"
"4949","1 1/2 teaspoons salt","1 1 / 2 teaspoons salt","table salt","table salt","0.12180068","208","False"
"1654","2 teaspoons maple syrup","2 teaspoons maple syrup","maple syrup","maple syrup","0.11383618","17","False"
"3173","1/2 cup heavy whipping cream","1 / 2 cup heavy whipping cream","heavy whipping cream","heavy whipping cream","0.061472446","20","False"
"1727","1 14-ounce can cannellini beans","1 14 - ounce can cannellini beans","cannellini bean","cannellini bean","0.11769718","8","False"
"6275","⅓ cup water","1 / 3 cup water","tap water","tap water","0.08091467","92","False"
"7417","1/4 cup dry quinoa","1 / 4 cup dry quinoa","quinoa","quinoa","0.19101077","5","False"
"2950","4 very thin slices lemon","4 very thin slices lemon","lemon","lemon","0.29677877","28","False"
"2428","3 medium Italian eggplants (about 2 pounds/900g total)","3 medium Italian eggplants ( about 2 pounds / 900 g total )","american eggplant","american eggplant","0.25459272","8","True"
"7002","1 cup carrot, diced","1 cup carrot , diced","carrot","carrot","0.120203406","61","False"
"8385","1 (14-ounce) can light coconut milk","1 ( 14 - ounce ) can light coconut milk","light coconut milk","light coconut milk","0.06105063","9","False"
"8253","2 cups diced tomatoes with the juice from the can","2 cups diced tomatoes with the juice from the can","diced tomato","diced tomato","0.15433519","26","False"
"7781","2 bell peppers","2 bell peppers","green bell pepper","green bell pepper","0.14318207","32","True"
"696","5 teaspoons chopped fresh cilantro, divided, plus more for garnish","5 teaspoons chopped fresh cilantro , divided , plus more for garnish","cilantro","cilantro","0.22277614","117","False"
"6675","2.5 tablespoon oil (divided)","2 . 5 tablespoon oil ( divided )","vegetable oil","vegetable oil","0.148928","80","False"
"424","1 pound pork tenderloin, trimmed","1 pound pork tenderloin , trimmed","pork tenderloin","pork tenderloin","0.09122032","19","False"
"230","2 teaspoon Honey","2 teaspoon Honey","honey","honey","0.122618735","60","False"
"2151","Sun Basket Creole seasoning (granulated garlic - dried thyme - dried oregano)","Sun UNK Creole seasoning ( granulated garlic - dried thyme - dried oregano )","cajun seasoning","cajun seasoning","0.18815339","3","False"
"514","1/3 cup soy sauce","1 / 3 cup soy sauce","soy sauce","soy sauce","0.058214605","51","False"
"4707","salsa, optional for serving","salsa , optional for serving","salsa","salsa","0.10451798","10","False"
"212","1 teaspoon minced peeled fresh ginger","1 teaspoon minced peeled fresh ginger","fresh ginger","fresh ginger","0.06431521","124","False"
"1222","1 teaspoon ground cumin","1 teaspoon ground cumin","ground cumin","ground cumin","0.033286177","72","False"
"3041","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"5518","3 carrots, diced","3 carrots , diced","carrot","carrot","0.13031001","61","False"
"2691","1 pound shiitake mushrooms (about 4 dozen), stems removed","1 pound shiitake mushrooms ( about 4 dozen ) , stems removed","shiitake mushroom","shiitake mushroom","0.16128993","7","False"
"1196","1/3 cup diced red pepper","1 / 3 cup diced red pepper","red bell pepper","red bell pepper","0.16469815","60","False"
"7872","1/4 cup chili sauce like sriracha (more or less depending on spice tolerance)","1 / 4 cup chili sauce like sriracha ( more or less depending on spice tolerance )","sriracha","sriracha","0.18518546","28","True"
"984","1 tsp Italian herb mix ((or make your own with basil, parsley, oregano))","1 tsp Italian herb mix ( ( or make your own with basil , parsley , oregano ) )","Italian seasoning","Italian seasoning","0.20796528","16","False"
"8967","2 Tilapia Fillets","2 UNK UNK","tilapia","tilapia","0.17715572","9","False"
"2251","sliced gruyere cheese","sliced UNK cheese","gruyere cheese","gruyere cheese","0.15368828","2","False"
"7862","1 cup cooked fresh corn kernels (about 1 ear of corn)","1 cup cooked fresh corn kernels ( about 1 ear of corn )","fresh corn","fresh corn","0.18925461","16","False"
"4398","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground black pepper","0.09690637","200","False"
"7241","8 Cilantro Sprigs","8 Cilantro Sprigs","cilantro","cilantro","0.20342025","117","False"
"8586","1 tsp olive oil","1 tsp olive oil","olive oil","olive oil","0.08782077","223","False"
"2046","1/2 handful coriander, finely chopped","1 / 2 handful coriander , finely chopped","cilantro","cilantro","0.20955129","117","False"
"8781","1/2 teaspoon ground ginger","1 / 2 teaspoon ground ginger","ground ginger","ground ginger","0.053743187","9","False"
"4053","1 1/2 tbsp olive oil","1 1 / 2 tbsp olive oil","olive oil","olive oil","0.106481925","223","False"
"5386","1 1/2 cups green/brown lentils","1 1 / 2 cups green / brown lentils","brown lentil","brown lentil","0.14848508","2","False"
"4526","1- 1.25 pounds of ground pork","1 - 1 . 25 pounds of ground pork","ground pork","ground pork","0.06279476","16","False"
"1144","1 sweet potato","1 sweet potato","sweet potato","sweet potato","0.05679986","22","False"
"3926","1 lb / 500g Italian sausages ((spicy) (Note 1))","1 lb / 500 g Italian sausages ( ( spicy ) ( Note 1 ) )","mild Italian sausage","mild Italian sausage","0.15671676","10","False"
"6597","1 medium onion (chopped)","1 medium onion ( chopped )","yellow onion","yellow onion","0.09926968","164","False"
"8349","8-10 ounces halibut (or sub Salmon, Tofu, Sea Bas, Cod, Scallops, Shrimp)","8 - 10 ounces halibut ( or sub Salmon , UNK , Sea UNK , UNK , UNK , Shrimp )","tilapia","tilapia","0.20564914","9","True"
"7173","16 large fresh cilantro sprigs","16 large fresh cilantro sprigs","cilantro","cilantro","0.22428465","117","False"
"1598","3 tablespoons sriracha","3 tablespoons sriracha","sriracha","sriracha","0.083543755","28","False"
"2061","1/3 cup cornstarch","1 / 3 cup cornstarch","cornstarch","cornstarch","0.07726543","46","False"
"1300","3 cloves garlic (finely minced)","3 cloves garlic ( finely minced )","garlic","garlic","0.15931535","331","False"
"3696","2 cloves garlic, minced","2 cloves garlic , minced","garlic","garlic","0.13771644","331","False"
"5282","1 Tbsp grated fresh ginger","1 Tbsp grated fresh ginger","fresh ginger","fresh ginger","0.11028791","124","False"
"2813","All-purpose flour, for rolling","All - purpose flour , for rolling","all-purpose white flour","all-purpose white flour","0.1150928","36","False"
"878","1 Tbsp Rice Vinegar","1 Tbsp Rice Vinegar","rice vinegar","rice vinegar","0.116172194","44","False"
"6310","5 slices bacon cooked and chopped","5 slices bacon cooked and chopped","bacon","bacon","0.17506145","23","False"
